Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms,Grip,Load Position (Ending),Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification,foundationalScore,exerciseTier,isFoundational,classificationTags
Slider Double Kettlebell Front Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,2,Standing,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Suspension Curtsy Lunge,,,Novice,Quadriceps,Gluteus Maximus,,,Sliders,1.0,Suspension Trainer,1,Standing,Double Arm,Continuous,Neutral,No Load,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Landmine Goblet Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Landmine,1,Standing,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Barbell Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Barbell,1,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,55,3,False,"advanced,compound,lower-body,sliders"
Slider Barbell Back Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Barbell,1,Standing,Double Arm,Continuous,Pronated,Back Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Barbell Zercher Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Barbell,1,Standing,Double Arm,Continuous,No Grip,Zercher,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,55,3,False,"advanced,compound,lower-body,sliders"
Slider Bulgarian Bag Back Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Bulgarian Bag,1,Standing,Double Arm,Continuous,Neutral,Back Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Double Kettlebell Suitcase Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,2,Standing,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Double Kettlebell Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,2,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,2,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Double Kettlebell Bottoms Up Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,2,Standing,Double Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,55,3,False,"advanced,compound,lower-body,sliders"
Slider Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,58,3,False,"compound,intermediate,lower-body,sliders"
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,53,3,False,"advanced,compound,lower-body,sliders"
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,58,3,False,"compound,intermediate,lower-body,sliders"
Slider Double Dumbbell Front Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,2,Standing,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Double Dumbbell Suitcase Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,2,Standing,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Double Dumbbell Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,2,Standing,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,58,3,False,"compound,intermediate,lower-body,sliders"
Slider Dumbbell Goblet Curtsy Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Kettlebell Horn Grip Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Kettlebell Goblet Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Clubbell,1,Standing,Double Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Double Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Clubbell,2,Standing,Double Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Clubbell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Clubbell,1,Standing,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Macebell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Macebell,1,Standing,Double Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Macebell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Macebell,1,Standing,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Curtsy Lunge,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,None,0,Standing,No Arms,Continuous,No Grip,No Load,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Calisthenics,65,2,False,"beginner,compound,lower-body,sliders"
Slider Plate Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Weight Plate,1,Standing,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,60,2,False,"compound,intermediate,lower-body,sliders"
Slider Sandbag Front Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Sandbag,1,Standing,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Sandbag Back Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Sandbag,1,Standing,Double Arm,Continuous,Neutral,Back Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,58,3,False,"compound,intermediate,lower-body,sliders"
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,53,3,False,"advanced,compound,lower-body,sliders"
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Kettlebell,1,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,58,3,False,"compound,intermediate,lower-body,sliders"
Slider Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Single Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Single Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Dumbbell,1,Standing,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,58,3,False,"compound,intermediate,lower-body,sliders"
Slider Single Arm Clubbell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Clubbell,1,Standing,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Slider Single Arm Macebell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Sliders,1.0,Macebell,1,Standing,Single Arm,Continuous,Neutral,Order,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding,56,3,False,"compound,lower-body,novice,sliders"
Kettlebell Goblet Cyclist Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,Slant Board,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,71,2,False,"compound,kettlebell,lower-body,novice"
Kettlebell Goblet Knee Over Toe Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Kettlebell Goblet Foot Elevated Knee Over Toe Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1.0,None,0,Knee Over Toe Split Squat,Double Arm,Continuous,Goblet,Front Rack,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Dumbbell Goblet Walking Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,1.0,None,0,Walking,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,78,2,False,"compound,dumbbell,lower-body,novice"
Ring Maltese,Video Demonstration,,Grand Master,Abdominals,Rectus Abdominis,,,Gymnastic Rings,2.0,None,0,Prone,Double Arm,Continuous,Supinated,No Load,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Unsorted*,Other,Compound,Bilateral,Calisthenics,63,2,False,"compound,grand master,gymnastic-rings,unsorted*"
Barbell Front Rack Curtsy Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,80,2,False,"barbell,compound,intermediate,lower-body"
Double Kettlebell Front Rack Curtsy Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Suspension Curtsy Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Gluteus Maximus,,,Suspension Trainer,1.0,None,0,Standing,Double Arm,Continuous,Neutral,No Load,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,58,3,False,"compound,lower-body,novice,suspension-trainer"
Barbell Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,75,2,False,"advanced,barbell,compound,lower-body"
Barbell Back Rack Curtsy Lunge,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,Pronated,Back Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,80,2,False,"barbell,compound,intermediate,lower-body"
Barbell Zercher Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1.0,None,0,Standing,Double Arm,Continuous,No Grip,Zercher,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,75,2,False,"advanced,barbell,compound,lower-body"
Double Kettlebell Suitcase Curtsy Lunge,,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,68,2,False,"compound,kettlebell,lower-body,novice"
Double Kettlebell Overhead Curtsy Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,70,2,False,"compound,intermediate,kettlebell,lower-body"
Double Kettlebell Bottoms Up Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,2.0,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,65,2,False,"advanced,compound,kettlebell,lower-body"
