Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group ,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment ,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms ,Grip,Load Position (Ending),Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification
Double Dumbbell Tall Kneeling Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis ,Dumbbell,2,None,0,Tall Kneeling,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding
Alternating Double Dumbbell Tall Kneeling Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis ,Dumbbell,2,None,0,Tall Kneeling,Double Arm,Alternating,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Alternating Double Dumbbell Half Kneeling Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis ,Dumbbell,2,None,0,Half Kneeling,Double Arm,Alternating,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Tall Kneeling Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis ,Dumbbell,1,None,0,Tall Kneeling,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Landmine V Grip Tall Kneeling Chest Press,Video Demonstration,,Intermediate,Chest,Pectoralis Major,Triceps Brachii,,Landmine,1,None,0,Tall Kneeling,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding
Slider Double Dumbbell Front Rack Lateral Lunge,Video Demonstration,,Novice,Adductors,Adductor Magnus,,,Sliders,1,Dumbbell,2,Standing,Double Arm,Continuous,Neutral,Front Rack,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding
Slider Double Dumbbell Suitcase Lateral Lunge,Video Demonstration,,Novice,Adductors,Adductor Magnus,,,Sliders,1,Dumbbell,2,Standing,Double Arm,Continuous,Neutral,Suitcase,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding
Slider Double Dumbbell Overhead Lateral Lunge,,,Intermediate,Adductors,Adductor Magnus,,,Sliders,1,Dumbbell,2,Standing,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Hip Adduction,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding
Double Dumbbell Front Raise,Video Demonstration,,Beginner,Shoulders,Anterior Deltoids,Pectoralis Major,Biceps Brachii,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Pronated,Other,No Elevation,Single Exercise,Shoulder Flexion,,,Sagittal Plane,,,Upper Body,Push,Isolation,Bilateral,Bodybuilding
Double Dumbbell Incline Bench Prone Lateral Raise,Video Demonstration,,Beginner,Shoulders,Posterior Deltoids,,,Dumbbell,2,Bench (Incline),1,Prone,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Shoulder Abduction,,,Frontal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding
Double Plate Incline Bench Prone Y Raise,Video Demonstration,,Novice,Shoulders,Posterior Deltoids,,,Weight Plate,2,Bench (Incline),1,Prone,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,,,,Frontal Plane,,,Upper Body,Pull,Pull,Bilateral,Postural
Dumbbell Crush Grip Seated Bicep Curl,Video Demonstration,,Beginner,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell,1,None,0,Seated,Double Arm,Continuous,Crush Grip,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding
Double Dumbbell Incline Bench Prone Hammer Curl,Video Demonstration,,Beginner,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell,2,Bench (Incline),1,Prone,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding
Alternating Double Dumbbell Incline Bench Prone Hammer Curl,Video Demonstration,,Beginner,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Dumbbell,2,Bench (Incline),1,Prone,Double Arm,Alternating,Neutral,Other,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Unilateral,Bodybuilding
Single Arm Dumbbell Incline Bench Press,Video Demonstration,Video Explanation,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell,1,Bench (Incline),1,Supine,Single Arm,Continuous,Pronated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Decline Bench Press,Video Demonstration,,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell,1,Bench (Decline),1,Supine,Single Arm,Continuous,Pronated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Overhead Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Front Rack Foot Elevated Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Overhead Foot Elevated Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Foot Elevated Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Dumbbell Floor Press,Video Demonstration,Video Explanation,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell,2,None,0,Supine,Double Arm,Continuous,Pronated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding
Alternating Double Dumbbell Floor Press,Video Demonstration,,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell,2,None,0,Supine,Double Arm,Alternating,Pronated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Foot Elevated Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Front Rack Foot Elevated Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Overhead Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Kettlebell Overhead Foot Elevated Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,Foot Elevated (Lateral),Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Alternating Double Kettlebell Bottoms Up Z Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,None,0,Seated Floor,Double Arm,Alternating,Bottoms Up,Overhead,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Alternating Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Floor Press,Video Demonstration,Video Explanation,Beginner,Chest,Pectoralis Major,Triceps Brachii,,Dumbbell,1,None,0,Supine,Single Arm,Continuous,Pronated,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Overhead Alternating Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Overhead Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Pendlay Row,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Biceps Brachii,,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Bodybuilding
Battle Rope Clap,Video Demonstration,Video Explanation,Beginner,Shoulders,Medial Deltoids,Biceps Brachii,Rectus Abdominis ,Battle Ropes,1,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Shoulder Abduction,,,Sagittal Plane,,,Upper Body,Other,Compound,Bilateral,Unsorted*
Battle Rope Single Leg Standing Clap,Video Demonstration,,Intermediate,Shoulders,Medial Deltoids,Biceps Brachii,Rectus Abdominis ,Battle Ropes,1,None,0,Single Leg Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Shoulder Abduction,,,Sagittal Plane,,,Upper Body,Other,Compound,Unilateral,Unsorted*
Barbell Floor Press,Video Demonstration,,Novice,Chest,Pectoralis Major,Triceps Brachii,Anterior Deltoids,Barbell,1,None,0,Supine,Double Arm,Continuous,Neutral,Above Chest,No Elevation,Single Exercise,Horizontal Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding
Cable Knee Hover Quadruped Fire Hydrant,,,Advanced,Glutes,Gluteus Maximus,Gluteus Medius,Gluteus Minimus,Cable,1,None,0,Knee Hover Quadruped,Double Arm,Continuous,Flat Palm,Other,No Elevation,Single Exercise,Hip External Rotation,Isometric Hold,,Transverse Plane,,,Lower Body,Other,Isolation,Unilateral,Unsorted*
Battle Rope Inward Circle,Video Demonstration,Video Explanation,Beginner,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes,1,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,,,,Sagittal Plane,Frontal Plane,,Upper Body,Other,Compound,Bilateral,Unsorted*
Battle Rope Outward Circle,Video Demonstration,,Beginner,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes,1,None,0,Standing,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,,,,Sagittal Plane,Frontal Plane,,Upper Body,Other,Compound,Bilateral,Unsorted*
Battle Rope Alternating Outward Circle,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes,1,None,0,Standing,Double Arm,Alternating,Neutral,Other,No Elevation,Single Exercise,,,,Sagittal Plane,Frontal Plane,,Upper Body,Other,Compound,Unilateral,Unsorted*
Battle Rope Alternating Inward Circle,,,Novice,Shoulders,Anterior Deltoids,Biceps Brachii,,Battle Ropes,1,None,0,Standing,Double Arm,Alternating,Neutral,Other,No Elevation,Single Exercise,,,,Sagittal Plane,Frontal Plane,,Upper Body,Other,Compound,Unilateral,Unsorted*
Single Arm Dumbbell Half Kneeling Windmill,Video Demonstration,Video Explanation,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,1,None,0,Half Kneeling,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Grinds
Double Dumbbell Windmill,,,Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Grinds
Double Kettlebell Tall Kneeling Shrug,,,Beginner,Trapezius,Upper Trapezius,,,Kettlebell,2,None,0,Tall Kneeling,Double Arm,Continuous,Neutral,Other,No Elevation,Single Exercise,Scapular Elevation,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Bilateral,Bodybuilding
Double Dumbbell Cyclist Thruster,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Dumbbell,2,Slant Board,1,Standing,Double Arm,Continuous,Neutral,Overhead,Heels Elevated,Single Exercise,Vertical Push,Knee Dominant,,Sagittal Plane,,,Full Body,Push,Compound,Bilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Adductor Magnus,Gluteus Maximus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Alternating Double Dumbbell Cyclist Thruster,,,Novice,Shoulders,Anterior Deltoids,Quadriceps Femoris,,Dumbbell,2,Slant Board,1,Standing,Double Arm,Alternating,Neutral,Overhead,Heels Elevated,Single Exercise,Vertical Push,Knee Dominant,,Sagittal Plane,,,Full Body,Push,Compound,Unilateral,Bodybuilding
Kettlebell Goblet Alternating Pistol Squat,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance
Kettlebell Goblet Pistol Squat,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Double Arm,Continuous,Goblet,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance
Kettlebell Horn Grip Alternating Pistol Squat,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Kettlebell,1,None,0,Single Leg Standing,Double Arm,Continuous,Horn Grip,Front Rack,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance
Single Arm Dumbbell Bent Press,Video Demonstration,Video Explanation,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Rotational,Vertical Push,,Transverse Plane,,,Unsorted*,Push,Compound,Unilateral,Grinds
Single Arm Dumbbell Half Kneeling Bent Press,,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Dumbbell,1,None,0,Half Kneeling,Single Arm,Continuous,Neutral,Overhead,No Elevation,Single Exercise,Rotational,Vertical Push,,Transverse Plane,,,Unsorted*,Push,Compound,Unilateral,Grinds
Single Arm Macebell Mill,,Video Explanation,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics
Single Arm Macebell Reverse Mill,,,Intermediate,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics
Alternating Single Arm Clubbell Reverse Mill,,,Intermediate,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,None,0,Standing,Single Arm,Alternating,Neutral,Behind Back,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics
